type,name,latitude,longitude
NHS Hospital,Bowmere Hospital,53.21154785,-2.898810625
NHS Hospital,Conquest Hospital,50.88516617,0.567284167
NHS Hospital,Eastbourne District General Hospital,50.78696823,0.271121651
NHS Hospital,Bexhill Hospital,50.85070419,0.475511163
NHS Hospital,Tickhill Road Hospital,53.49481583,-1.145960689
NHS Hospital,Pontefract Hospital,53.69047928,-1.308131099
NHS Hospital,Pinderfields Hospital,53.69242096,-1.488540292
NHS Hospital,Dewsbury and District Hospital,53.70225525,-1.651861906
NHS Hospital,Fieldhead Hospital,53.69734192,-1.494039178
NHS Hospital,Kendray Hospital,53.54695511,-1.454602242
NHS Hospital,Royal Sussex County Hospital,50.81946945,-0.118162483
NHS Hospital,Brighton General Hospital,50.83045959,-0.115462601
NHS Hospital,Royal Alexandra Children's Hospital,50.81946945,-0.118162483
NHS Hospital,Sussex Eye Hospital,50.81879425,-0.117621705
NHS Hospital,Princess Royal Hospital,50.9910965,-0.090267994
NHS Hospital,Sandwell District General Hospital,52.52807999,-1.988857388
NHS Hospital,City Hospital,52.4886322,-1.932492137
NHS Hospital,Rowley Regis Hospital,52.48070145,-2.052065849
NHS Hospital,Blackpool Victoria Hospital,53.82060623,-3.015853167
NHS Hospital,Clifton Hospital,53.74435043,-3.007234573
NHS Hospital,Lancashire Bowel Cancer Screening Programme - Fleetwood Hospital,53.92620087,-3.009324551
NHS Hospital,Chorley and South Ribble Hospital,53.66609192,-2.636446476
NHS Hospital,Royal Preston Hospital,53.79151154,-2.706829548
NHS Hospital,Bishop Auckland Hospital,54.65584946,-1.678531766
NHS Hospital,Chester Le Street Hospital,54.85093689,-1.575047731
NHS Hospital,University Hospital Of North Durham,54.78850174,-1.593818784
NHS Hospital,Shotley Bridge Hospital,54.8690834,-1.842782617
NHS Hospital,Darlington Memorial Hospital,54.53037643,-1.563717365
NHS Hospital,Stoke Mandeville Hospital,51.79797745,-0.801997542
NHS Hospital,Wycombe Hospital,51.62644196,-0.753413498
NHS Hospital,Amersham Hospital,51.66300201,-0.621415079
NHS Hospital,Buckingham Community Hospital,52.0015831,-0.985668004
NHS Hospital,Thame Community Hospital,51.74531555,-0.969993711
NHS Hospital,Chalfonts and Gerrards Cross Hospital,51.60741043,-0.561796904
NHS Hospital,Marlow Community Hospital,51.57357025,-0.770415902
NHS Hospital,Burnley General Hospital,53.81042862,-2.227864027
NHS Hospital,Royal Blackburn Hospital,53.73556519,-2.462701321
NHS Hospital,Pendle Community Hospital,53.83680725,-2.213328123
NHS Hospital,Accrington Victoria Hospital,53.75958633,-2.366906404
NHS Hospital,Clitheroe Community Hospital,53.88528824,-2.365998745
NHS Hospital,Ardenleigh,52.51745605,-1.834641218
NHS Hospital,Ashcroft,52.49386215,-1.932395816
NHS Hospital,David Bromley House,52.3798027,-1.744747996
NHS Hospital,Endeavour Court,52.52388382,-1.857314825
NHS Hospital,Grove Avenue,52.44133377,-1.883678913
NHS Hospital,Hertford House,52.43833923,-1.808046699
NHS Hospital,Hillis Lodge,52.40392685,-1.993620872
NHS Hospital,Mary Seacole House,52.49386215,-1.932395816
NHS Hospital,Reaside Clinic,52.40018845,-2.008318901
NHS Hospital,Reservoir Court,52.52388382,-1.857314825
NHS Hospital,Dan Mooney House,52.3798027,-1.744747996
NHS Hospital,Zinnia Centre,52.44896698,-1.86745894
NHS Hospital,Barberry ,52.44923401,-1.942314267
NHS Hospital,Oleaster,52.44791794,-1.940764308
NHS Hospital,Juniper Centre,52.44592667,-1.892876983
NHS Hospital,Prestwich Hospital,53.53675079,-2.291450739
NHS Hospital,Royal Shrewsbury Hospital,52.70926285,-2.793676376
NHS Hospital,Princess Royal Hospital ,52.71211243,-2.511476278
NHS Hospital,Farnham Road Hospital,51.23509216,-0.584450543
NHS Hospital,St Martin's Hospital,51.27685547,1.106185555
NHS Hospital,Littlebrook Hospital,51.44635773,0.241635442
NHS Hospital,Priority House,51.27366257,0.483988225
NHS Hospital,Colman Hospital,52.62220001,1.263663769
NHS Hospital,Norwich Community Hospital,52.63391876,1.262482047
NHS Hospital,Dereham Hospital,52.69001389,0.945718586
NHS Hospital,North Walsham Hospital,52.81397629,1.387597919
NHS Hospital,Kelling Hospital,52.91447449,1.1160568
NHS Hospital,Swaffham Community Hospital,52.65101242,0.692217529
NHS Hospital,Skegness and District General Hospital,53.14517975,0.332272351
NHS Hospital,Johnson Community Hospital,52.8014679,-0.150874719
NHS Hospital,John Coupland Hospital,53.41184616,-0.78477639
NHS Hospital,County Hospital Louth,53.37100983,-0.008567074
NHS Hospital,Whitworth Hospital,53.1509285,-1.575200796
NHS Hospital,Walton Hospital,53.22159195,-1.442568302
NHS Hospital,Babington Hospital,53.0189476,-1.485832691
NHS Hospital,Ripley Hospital,53.04698563,-1.412392139
NHS Hospital,Newholme Hospital,53.21879578,-1.672325253
NHS Hospital,Clay Cross Hospital,53.16793442,-1.407211781
NHS Hospital,Bolsover Hospital,53.23152924,-1.282501698
NHS Hospital,Cavendish Hospital,53.26244736,-1.92124033
NHS Hospital,Ilkeston Community Hospital,52.98809433,-1.320802927
NHS Hospital,St Michael's Hospital,52.28884125,-1.594397306
NHS Hospital,Brooklands Hospital,52.47120285,-1.744087577
NHS Hospital,St Mary's Hospital (HQ),51.51697159,-0.173555061
NHS Hospital,Charing Cross Hospital,51.48704529,-0.219920978
NHS Hospital,Hammersmith Hospital,51.51742172,-0.234706819
NHS Hospital,Queen Charlotte's & Chelsea Hospital,51.51742172,-0.234706819
NHS Hospital,Western Eye Hospital,51.52070236,-0.163315639
NHS Hospital,Southlands Hospital,50.84075928,-0.256132513
NHS Hospital,St Richard's Hospital,50.84355545,-0.768012762
NHS Hospital,Worthing Hospital,50.81669235,-0.363415062
NHS Hospital,Brookfields Hospital,52.19712448,0.150816754
NHS Hospital,Birmingham Dental Hospital and School of Dentistry,52.45087051,-1.914299846
NHS Hospital,Moseley Hall Hospital,52.44592667,-1.892876983
NHS Hospital,West Heath Hospital,52.39820862,-1.953763843
NHS Hospital,Faversham Cottage Hospital,51.31455231,0.887836456
NHS Hospital,Queen Victoria Memorial Hospital,51.36788177,1.142894864
NHS Hospital,Sheppey Community Hospital,51.41540909,0.793075562
NHS Hospital,Sittingbourne Memorial Hospital,51.33459854,0.736556947
NHS Hospital,"Victoria Hospital, Deal",51.21939087,1.389496326
NHS Hospital,Whitstable and Tankerton Hospital,51.36136246,1.050066829
NHS Hospital,"Royal Victoria Hospital, Folkestone",51.08599472,1.171908617
NHS Hospital,Edenbridge War Memorial Hospital,51.19034958,0.066651665
NHS Hospital,Hawkhurst Hospital,51.04884338,0.489031434
NHS Hospital,Sevenoaks Hospital,51.28826523,0.194744304
NHS Hospital,Tonbridge Cottage Hospital,51.17807007,0.273479372
NHS Hospital,Gravesham Community Hospital,51.4431839,0.365658641
NHS Hospital,Lynfield Mount Hospital,53.80973053,-1.805339217
NHS Hospital,Edward Street Hospital,52.51922607,-1.998733521
NHS Hospital,Heath Lane Hospital,52.53797913,-1.991980553
NHS Hospital,Hallam Street Hospital,52.52781677,-1.986425281
NHS Hospital,Elmhurst Intermediate Care Centre,53.19564819,-2.531690359
NHS Hospital,Nottingham University Hospitals NHS Trust - Ropewalk House,52.95198059,-1.156332135
NHS Hospital,"Lanchester Road Hospital, Durham",54.8004303,-1.612225533
NHS Hospital,Ambrose House,51.86611176,-2.204420328
NHS Hospital,Goodmayes Hospital,51.57799149,0.11050193
NHS Hospital,Arundel & District Hospital,50.85447693,-0.565244734
NHS Hospital,Townend Court,53.77056503,-0.376976818
NHS Hospital,Brampton War Memorial Hospital,54.9386673,-2.727175951
NHS Hospital,Wigton Community Hospital,54.83044434,-3.171386957
NHS Hospital,Workington Community Hospital,54.64269257,-3.55132699
NHS Hospital,Walkergate Park,54.98936844,-1.561600447
NHS Hospital,Townlands Memorial Hospital - Oxford Health NHS Foundation Trust ,51.53873825,-0.9079175
NHS Hospital,Newham Centre for Mental Health,51.52047348,0.038419992
NHS Hospital,The John Howard Centre,51.54803085,-0.037671819
NHS Hospital,East Ham Care Centre,51.54092789,0.043299749
NHS Hospital,Wokingham Hospital,51.41040421,-0.843685389
NHS Hospital,Richmond Royal Hospital,51.46671295,-0.300415009
NHS Hospital,Westwood Park Diagnostic Treatment Centre,53.76891708,-1.810428143
NHS Hospital,Trafford Health Centre,53.45406342,-2.370665789
NHS Hospital,Bridlington Hospital - City Health Care Partnership Cic,54.08653259,-0.215725005
NHS Hospital,Cygnet Hospital Godden Green,51.27159882,0.23007901
NHS Hospital,Cygnet Hospital Bierley,53.7685051,-1.732101202
NHS Hospital,Cygnet Hospital Kewstoke,51.36587524,-2.964218616
NHS Hospital,Optegra Eye Hospital Yorkshire,53.83239746,-1.710361242
NHS Hospital,Optegra Eye Hospital Surrey,51.24115753,-0.613246143
NHS Hospital,Optegra Eye Hospital Manchester,53.43009949,-2.249933243
NHS Hospital,Optegra Eye Hospital Hampshire ,50.87654114,-1.247176766
NHS Hospital,Nightingale Hospital,51.5218544,-0.16512911
NHS Hospital,St Augustine's Independent Hospital,53.03343964,-2.187804699
NHS Hospital,St Barnabas Hospital,50.40737152,-4.214307308
NHS Hospital,Ecch Beccles Hospital,52.45414734,1.562366843
NHS Hospital,Lakeside Medical Diagnostics - Billericay Community Hospital,51.62248611,0.400663167
NHS Hospital,St Catherine's Hospital,53.3800354,-3.026516199
NHS Hospital,Berkeley Hospital,51.69200897,-2.458486319
NHS Hospital,Brackley Cottage Hospital,52.03092194,-1.143116951
NHS Hospital,Ashwood Court Independent Hospital,53.47247696,-2.575762749
NHS Hospital,Abbey Sefton Hospital,53.46632767,-2.931089401
NHS Hospital,Royal Hospital For Neuro-Disability (West Hill),51.45220566,-0.213720351
NHS Hospital,Haslemere Hospital ,51.09174728,-0.708267331
NHS Hospital,St Mary's Hospital,50.71084595,-1.301315904
NHS Hospital,Epsom Day Surgery Limited,51.33446121,-0.255309433
NHS Hospital,Aspen - The Holly Private Hospital,51.62451172,0.032027494
NHS Hospital,Highgate Private Hospital,51.57716751,-0.155873492
NHS Hospital,The Princess Grace Hospital,51.52236557,-0.152913287
NHS Hospital,Lister Hospital,51.48651886,-0.150487691
NHS Hospital,The Portland Hospital For Women & Children,51.52292252,-0.144357011
NHS Hospital,The Harley Street Clinic (Weymouth St),51.52035904,-0.148180172
NHS Hospital,Granville Court,53.91744614,-0.164347708
NHS Hospital,Forest Close,53.42111969,-1.520314932
NHS Hospital,Forest Lodge,53.42111969,-1.520314932
NHS Hospital,Queen Elizabeth Hospital,51.47819138,0.050057109
NHS Hospital,The Priory Hospital Nottingham,52.97148132,-1.131278157
NHS Hospital,Ida Darwin Hospital,52.18558121,0.200364873
NHS Hospital,Mill View Court - Inpatient Unit,53.7767334,-0.444969475
NHS Hospital,Alfred Bean Hospital,54.01216507,-0.423216522
NHS Hospital,The Longley Centre,53.41022873,-1.46014297
NHS Hospital,St Georges Hospital,50.72458267,-1.600407839
NHS Hospital,John Munroe Hospital Site,53.12484741,-2.084958553
NHS Hospital,The Chartwell Hospital,51.54800415,0.637353718
NHS Hospital,St Luke's Hospital,52.52545929,0.993445992
NHS Hospital,Riverdale Hospital,53.36991501,-1.518530488
NHS Hospital,Optegra Eye Hospital North London,51.59215164,-0.254289329
NHS Hospital,Woodside Hospital Site,53.77084351,-1.801452756
NHS Hospital,All Hallows Hospital (Station Road),52.4667244,1.44673264
NHS Hospital,"Spencer Private Hospitals, Margate",51.37719727,1.390478611
NHS Hospital,Ulverston Community Hospital,54.19888687,-3.097817898
NHS Hospital,Cedar House Hospital,51.20186996,1.176016331
NHS Hospital,Hartington Unit,53.23583603,-1.3960042
NHS Hospital,Chime Audiology - Sidmouth Hospital,50.68161392,-3.239641666
NHS Hospital,Airedale Centre for Mental Health,53.89801788,-1.962679625
NHS Hospital,Scarborough Hospital,54.28170776,-0.43473798
NHS Hospital,Wellington Hospital,51.53155136,-0.171457693
NHS Hospital,Broadoak Unit,53.41078949,-2.895334244
NHS Hospital,Windsor House,53.39556885,-2.969381332
NHS Hospital,Mossley Hill Hospital,53.38040924,-2.925530195
NHS Hospital,Rathbone Hospital,53.40756989,-2.915574789
NHS Hospital,Teddington Memorial Hospital,51.42583847,-0.34098497
NHS Hospital,East Riding Community Hospital,53.85277557,-0.413159162
NHS Hospital,Aire Court ,53.74658966,-1.53905952
NHS Hospital,Forward House,52.51944351,-1.855177522
NHS Hospital,Parklands Hospital,51.28273773,-1.112343669
NHS Hospital,Fordingbridge Hospital,50.92808151,-1.793190479
NHS Hospital,"St Charles Hospital, Mental Health Unit",51.52236176,-0.217203587
NHS Hospital,Potters Bar Community Hospital,51.68718338,-0.177504808
NHS Hospital,Cirencester Hospital,51.71238708,-1.975448966
NHS Hospital,Vale Community Hospital,51.68804932,-2.353351831
NHS Hospital,Tewkesbury Community Hospital,51.99214935,-2.152463675
NHS Hospital,Dilke Memorial Hospital,51.81121063,-2.519848824
NHS Hospital,Lydney & District Hospital,51.72731781,-2.536882162
NHS Hospital,Fairford Hospital,51.70811462,-1.778166652
NHS Hospital,Stroud General Hospital,51.74302673,-2.208121777
NHS Hospital,Bensham Hospital,54.94495773,-1.614957929
NHS Hospital,West Berkshire Community Hospital,51.40637589,-1.291764498
NHS Hospital,The Manor Hospital,53.20175934,-1.218161106
NHS Hospital,Shepton Mallet NHS Treatment Centre,51.18974304,-2.562704802
NHS Hospital,Emersons Green NHS Treatment Centre,51.50328445,-2.484394789
NHS Hospital,Peninsula NHS Treatment Centre,50.41239166,-4.11767292
NHS Hospital,Dmc Community Dermatology Service - Swale CCG (Sheppey Community Hospital),51.41540909,0.793075562
NHS Hospital,KIMS Hospital,51.28607178,0.556916654
NHS Hospital,Tamarind Centre,52.47571182,-1.839067101
NHS Hospital,Thornbury Hospital (Henderson Ward),51.61167145,-2.518879414
NHS Hospital,Meadowfield,50.84244537,-0.411901087
NHS Hospital,Chalkhill,50.99113846,-0.093586311
NHS Hospital,Edith Shaw Hospital,53.1026535,-2.028098822
NHS Hospital,Erith and District Hospital,51.47711182,0.166657731
NHS Hospital,Humber Centre for Forensic Psychiatry,53.77197266,-0.444462657
NHS Hospital,Penn Hospital,52.55867386,-2.159173012
NHS Hospital,Intensive Support Service ,53.40324402,-1.467451096
NHS Hospital,Michael Carlisle Centre,53.36141205,-1.49758935
NHS Hospital,The Lodge,51.54837799,-0.04018094
NHS Hospital,Child & Family Service,53.60042572,-2.255607843
NHS Hospital,Foscote Court (Banbury) Trust,52.05334091,-1.330979109
NHS Hospital,Jigsaw Independent Hospital,53.42431641,-2.238432407
NHS Hospital,Olive Eden Hospital,51.60136414,-0.06148101
NHS Hospital,Bloomfield Court Hospital,51.48412323,0.070732526
NHS Hospital,Northampton General Hospital (Acute),52.23605347,-0.883829474
NHS Hospital,Caludon Centre,52.42243195,-1.445534468
NHS Hospital,The Retreat Hospital York,53.95082474,-1.063120484
NHS Hospital,The Clatterbridge Cancer Centre (Wirral),53.33288956,-3.024122
NHS Hospital,Spire St Anthony's Hospital,51.37992096,-0.220803648
NHS Hospital,Doddington Hospital - Cambridgeshire and Peterborough NHS Foundation Trust,52.49989319,0.055862084
NHS Hospital,North Cambridgeshire Hospital - Cambridgeshire and Peterborough NHS Foundation Trust,52.66493607,0.163927913
NHS Hospital,Princess of Wales Hospital - Cambridgeshire and Peterborough NHS Foundation Trust,52.4131279,0.275479525
NHS Hospital,St Margaret's Hospital,51.70429611,0.123944759
NHS Hospital,Stafford General Infirmary,52.81060791,-2.120675087
NHS Hospital,North Lincs Adult Mental Health Service - Access Team  including Crisis Resolution Service,53.56698608,-0.638559699
NHS Hospital,Doncaster Adult Mental Health Service - Access Team including Crisis Resolution Service,53.49481583,-1.145960689
NHS Hospital,Wotton Lawn Hospital,51.86696625,-2.227879047
NHS Hospital,Berkeley House,51.74640274,-2.247665167
NHS Hospital,Charlton Lane Hospital,51.88105392,-2.073666811
NHS Hospital,Honeybourne,51.90705872,-2.082939863
NHS Hospital,Oak House,52.05361176,-2.723156214
NHS Hospital,Dudley Urgent Care Centre,52.50294876,-2.118503094
NHS Hospital,"Airey Close, Lowestoft",52.49748993,1.718628645
NHS Hospital,"Walker Close, Ipswich",52.05271912,1.196875691
NHS Hospital,"1b St Catherines Way, Gorleston",52.57298279,1.716900468
NHS Hospital,Cygnet Hospital Taunton,50.98910904,-3.077581644
NHS Hospital,St Oswalds Hospital - DHU Health Care,53.01286316,-1.737574458
NHS Hospital,Langdon Hospital,50.59967422,-3.468164444
NHS Hospital,Pds Medical - Pall Mall Hospital,53.41016388,-2.993783712
NHS Hospital,Pds Medical - Pall Mall Hospital,53.45717621,-2.638371706
NHS Hospital,Mount Edgcumbe Hospice,50.32857513,-4.772080898
NHS Hospital,St Julia's Hospice,50.18145752,-5.423200607
NHS Hospital,Park Lodge,53.41864777,-2.082670927
NHS Hospital,Park Villa,53.25304794,-2.134898901
NHS Hospital,Rhodes Farm,51.61768723,-0.222455218
NHS Hospital,The Harbour,53.79953384,-2.987885952
NHS Hospital,Beverley House,52.47527695,-1.960809231
NHS Hospital,Springview ,53.33288956,-3.024122
NHS Hospital,St Leonard's,51.53392029,-0.077771641
NHS Hospital,East Surrey Hospital,51.2191925,-0.161995023
NHS Hospital,One Ashford Hospital,51.14266205,0.911750019
NHS Hospital,Cygnet Hospital Bury,53.58713913,-2.316722631
NHS Hospital,Cygnet Hospital Sheffield,53.36828613,-1.459696174
NHS Hospital,Cygnet Hospital Woking,51.31477737,-0.61519134
NHS Hospital,Bootham Park Hospital,53.9680748,-1.085584641
NHS Hospital,SpaMedica Eye Hospital Wakefield,53.682827,-1.548219204
NHS Hospital,Mya St Lukes Hospital,51.52371216,-0.139683187
NHS Hospital,London Welbeck Hospital,51.51823807,-0.149448082
NHS Hospital,Mundesley Hospital - Gimingham,52.87729645,1.413495302
NHS Hospital,Benjamin Court Hospital,52.92454529,1.30082655
NHS Hospital,Arbour Lodge Independent Hospital,53.38997269,-2.072225094
NHS Hospital,Billingham Grange Independent Hospital,54.61868286,-1.291753888
NHS Hospital,Forest Independent Hospital,53.1361084,-1.168948889
NHS Hospital,South View - Hazeldene Independent Hospital,54.59230423,-1.292985201
NHS Hospital,Windermere House Independent Hospital,53.74993896,-0.308325261
NHS Hospital,Jasmine Court Independent Hospital,51.69111252,0.019816931
NHS Hospital,Castle Lodge Independent Hospital,53.78862,-0.307072937
NHS Hospital,"Rye, Winchelsea & District Memorial Hospital",50.9618988,0.731182933
NHS Hospital,Livingstone Community Hospital - Virgin Care Adult Community Services,51.44222641,0.226812378
NHS Hospital,"Peddars Centre, Hellesdon Hospital",52.65953064,1.250886321
NHS Hospital,"Foxhall House, Ipswich",52.0506134,1.192611337
NHS Hospital,Spire Nottingham Hospital,52.91842651,-1.086676002
NHS Hospital,Ancora House,53.21154785,-2.898810625
NHS Hospital,Exeter Community Hospital,50.73098373,-3.484140635
NHS Hospital,West Valley Hospital,51.38014221,-0.10036391
NHS Hospital,Goole & District Hospital,53.71546555,-0.874916792
NHS Hospital,Thurrock Community Hospital,51.49637604,0.336211026
NHS Hospital,St Lukes Hospice (Harrow),51.58670425,-0.30027172
NHS Hospital,The Royal Buckinghamshire Hospital Ltd,51.82072449,-0.815903425
NHS Hospital,Tees Valley Hospital,54.5464325,-1.250988483
NHS Hospital,Farnham Hospital & Centre For Health,51.22049332,-0.784627557
NHS Hospital,Manchester Private Hospital,53.47900391,-2.278548241
NHS Hospital,The Wilmslow Hospital,53.32465744,-2.234813213
NHS Hospital,InHealth - BMI Sandringham Hospital,52.75782013,0.447176158
NHS Hospital,One Hatfield Hospital,51.77072144,-0.236349955
NHS Hospital,SpaMedica Eye Hospital Bolton,53.57993317,-2.425807714
NHS Hospital,Royal London Hospital,51.51901627,-0.058118623
NHS Hospital,Weymouth Street Hospital,51.5202179,-0.150679529
NHS Hospital,West Midlands Rehabilitation Centre,52.43637466,-1.938838005
NHS Hospital,Aspen Healthcare - Claremont Hospital,53.23394394,-1.439604998
NHS Hospital,Glenside Hospital,51.10705185,-1.875867605
NHS Hospital,Eccleston Health Centre,53.64725494,-2.728149891
NHS Hospital,Kinvara Private Hospital,53.42804337,-1.346215487
NHS Hospital,Cygnet Hospital Maidstone,,
NHS Hospital,All Saints Hospital,53.52851868,-2.127417088
NHS Hospital,Cygnet Cedar Vale,52.98645782,-0.964079797
NHS Hospital,Cygnet Wast Hills,52.38463974,-1.944918394
NHS Hospital,Hollyhurst,54.5306282,-1.568474174
NHS Hospital,Blackwell House,54.48135376,-1.507997751
NHS Hospital,The New Foscote Hospital (Foscote Hospital),52.05334091,-1.330979109
NHS Hospital,The New Foscote Hospital (Ginsburg Yard),51.55677032,-0.177716881
NHS Hospital,Lutterworth Hospital,52.45785522,-1.197785735
NHS Hospital,Stoneygate Eye Hospital,52.61320496,-1.10255444
NHS Hospital,Royal National ENT and Eastman Dental Hospitals,51.52168274,-0.133553207
NHS Hospital,Circle Rehabilitation Birmingham,52.45180511,-1.912256718
NHS Hospital,St Jude's Women's Hospital (HQ),52.56480026,-2.147127628
NHS Hospital,Aset Hospital,53.42542648,-2.779597521
NHS Hospital,Carleton Clinic,54.87493134,-2.883722067
NHS Hospital,No9 Harley St Phoenix Hospital Group,51.51700211,-0.146413714
NHS Hospital,No25 Harley St Phoenix Hospital Group,51.51700211,-0.146413714
NHS Hospital,Phoenix Hospital Chelmsford,51.70777512,0.50237757
NHS Hospital,Cygnet Hospital Exeter,50.72465515,-3.486788511
NHS Hospital,Mill Lodge Hospital,52.8362236,-1.275923371
NHS Hospital,Stourside Hospital,52.45992661,-2.152428627
NHS Hospital,Nightingale Hospital Exeter,50.72465515,-3.46455884
NHS Hospital,Harley Street Specialist Hospital,51.51337433,-0.083017878
NHS Hospital,Harley Street Specialist Hospital (Queen Anne Street),51.51819992,-0.147028148
